iter	Passed	Remaining
1664	36411	7326
1665	36429	7303
1666	36451	7281
1667	36474	7260
1668	36493	7237
1669	36511	7214
1670	36528	7191
1671	36560	7172
1672	36583	7150
1673	36606	7128
1674	36628	7107
1675	36646	7084
1676	36676	7064
1677	36700	7042
1678	36717	7019
1679	36734	6997
1680	36756	6975
1681	36782	6954
1682	36810	6933
1683	36831	6911
1684	36854	6889
1685	36876	6867
1686	36901	6846
1687	36925	6825
1688	36952	6804
1689	36971	6781
1690	36991	6759
1691	37009	6736
1692	37029	6714
1693	37049	6692
1694	37076	6671
1695	37100	6650
1696	37120	6627
1697	37141	6605
1698	37160	6583
1699	37180	6561
1700	37204	6539
1701	37230	6518
1702	37249	6496
1703	37271	6474
1704	37295	6452
1705	37311	6429
1706	37330	6407
1707	37352	6385
1708	37369	6363
1709	37407	6343
1710	37447	6325
1711	37472	6303
1712	37512	6284
1713	37548	6265
1714	37573	6244
1715	37592	6221
1716	37608	6198
1717	37623	6175
1718	37644	6153
1719	37663	6131
1720	37680	6108
1721	37707	6087
1722	37740	6067
1723	37762	6045
1724	37787	6024
1725	37811	6002
1726	37838	5981
1727	37863	5959
1728	37887	5938
1729	37903	5915
1730	37917	5892
1731	37941	5870
1732	37968	5849
1733	37991	5827
1734	38009	5805
1735	38031	5783
1736	38055	5761
1737	38076	5739
1738	38104	5718
1739	38128	5697
1740	38151	5675
1741	38170	5653
1742	38184	5630
1743	38206	5608
1744	38225	5585
1745	38256	5565
1746	38277	5543
1747	38299	5521
1748	38321	5499
1749	38338	5476
1750	38365	5455
1751	38387	5433
1752	38409	5411
1753	38434	5390
1754	38459	5369
1755	38487	5347
1756	38510	5326
1757	38534	5304
1758	38559	5283
1759	38582	5261
1760	38603	5239
1761	38617	5216
1762	38642	5194
1763	38672	5173
1764	38711	5154
1765	38732	5132
1766	38757	5110
1767	38782	5089
1768	38804	5067
1769	38833	5046
1770	38855	5024
1771	38888	5003
1772	38916	4982
1773	38943	4961
1774	38965	4939
1775	38984	4916
1776	39007	4895
1777	39039	4874
1778	39069	4853
1779	39098	4832
1780	39119	4810
1781	39146	4788
1782	39174	4767
1783	39196	4745
1784	39212	4723
1785	39235	4701
1786	39256	4679
1787	39279	4657
1788	39304	4635
1789	39337	4615
1790	39372	4594
1791	39402	4573
1792	39432	4552
1793	39458	4530
1794	39483	4509
1795	39533	4490
1796	39573	4470
1797	39608	4449
1798	39640	4429
1799	39678	4408
1800	39701	4386
1801	39725	4364
1802	39748	4343
1803	39769	4320
1804	39793	4299
1805	39813	4276
1806	39838	4254
1807	39859	4232
1808	39880	4210
1809	39907	4189
1810	39927	4166
1811	39959	4145
1812	39983	4124
1813	40007	4102
1814	40035	4080
1815	40065	4059
1816	40090	4037
1817	40109	4015
1818	40133	3993
1819	40151	3971
1820	40170	3948
1821	40193	3926
1822	40294	3912
1823	40311	3889
1824	40337	3867
1825	40362	3846
1826	40385	3824
1827	40407	3802
1828	40427	3779
1829	40446	3757
1830	40469	3735
1831	40485	3712
1832	40507	3690
1833	40525	3668
1834	40550	3646
