iter	Passed	Remaining
1409	30562	12788
1410	30585	12767
1411	30604	12744
1412	30625	12722
1413	30646	12700
1414	30669	12679
1415	30696	12660
1416	30714	12636
1417	30737	12615
1418	30761	12595
1419	30782	12573
1420	30810	12553
1421	30838	12534
1422	30871	12517
1423	30889	12494
1424	30912	12473
1425	30939	12454
1426	30963	12433
1427	30987	12412
1428	31009	12390
1429	31029	12368
1430	31048	12345
1431	31077	12326
1432	31102	12306
1433	31130	12287
1434	31151	12265
1435	31175	12244
1436	31197	12222
1437	31215	12199
1438	31236	12177
1439	31258	12156
1440	31282	12135
1441	31308	12115
1442	31318	12088
1443	31341	12067
1444	31357	12043
1445	31378	12021
1446	31404	12001
1447	31430	11981
1448	31457	11962
1449	31478	11940
1450	31495	11916
1451	31519	11895
1452	31539	11873
1453	31555	11849
1454	31569	11825
1455	31594	11804
1456	31618	11783
1457	31640	11761
1458	31664	11741
1459	31689	11720
1460	31714	11700
1461	31735	11678
1462	31760	11657
1463	31786	11637
1464	31812	11617
1465	31836	11596
1466	31855	11573
1467	31884	11554
1468	31907	11533
1469	31933	11513
1470	31964	11494
1471	31983	11472
1472	32010	11452
1473	32032	11430
1474	32045	11406
1475	32071	11385
1476	32096	11365
1477	32121	11344
1478	32143	11323
1479	32165	11301
1480	32192	11281
1481	32212	11259
1482	32236	11238
1483	32262	11217
1484	32286	11196
1485	32311	11176
1486	32337	11156
1487	32364	11136
1488	32386	11114
1489	32406	11092
1490	32431	11071
1491	32457	11051
1492	32486	11032
1493	32509	11010
1494	32529	10988
1495	32562	10970
1496	32585	10948
1497	32610	10928
1498	32645	10910
1499	32667	10889
1500	32692	10868
1501	32712	10845
1502	32734	10824
1503	32766	10805
1504	32798	10787
1505	32825	10767
1506	32853	10747
1507	32869	10723
1508	32889	10701
1509	32912	10680
1510	32945	10661
1511	32965	10639
1512	32990	10618
1513	33021	10599
1514	33050	10580
1515	33077	10560
1516	33102	10539
1517	33121	10516
1518	33145	10495
1519	33168	10474
1520	33183	10450
1521	33202	10427
1522	33223	10405
1523	33245	10383
1524	33262	10360
1525	33288	10339
1526	33306	10316
1527	33329	10295
1528	33354	10274
1529	33381	10254
1530	33405	10233
1531	33431	10212
1532	33455	10191
1533	33476	10169
1534	33493	10146
1535	33513	10123
1536	33538	10102
1537	33565	10082
1538	33592	10062
1539	33616	10041
1540	33643	10020
1541	33661	9997
1542	33689	9978
1543	33707	9955
1544	33726	9932
1545	33743	9909
1546	33768	9888
1547	33795	9867
1548	33815	9845
1549	33839	9824
1550	33863	9803
1551	33883	9780
1552	33906	9759
1553	33923	9736
1554	33946	9714
1555	33970	9693
1556	33994	9672
1557	34020	9651
1558	34043	9630
1559	34061	9607
1560	34082	9584
1561	34101	9562
1562	34125	9541
1563	34146	9519
1564	34171	9498
1565	34191	9475
1566	34212	9453
1567	34237	9432
1568	34259	9410
1569	34280	9389
1570	34306	9368
1571	34322	9344
1572	34341	9322
1573	34368	9301
1574	34388	9279
1575	34408	9257
1576	34431	9235
1577	34452	9213
1578	34470	9190
1579	34498	9170
1580	34521	9148
1581	34545	9127
1582	34574	9107
1583	34600	9087
1584	34621	9064
1585	34643	9043
1586	34664	9021
1587	34679	8997
1588	34702	8975
1589	34728	8955
1590	34750	8933
1591	34770	8911
1592	34789	8888
1593	34810	8866
1594	34837	8845
1595	34861	8824
1596	34885	8803
1597	34912	8782
1598	34937	8761
1599	34962	8740
1600	34980	8717
1601	35002	8696
1602	35026	8674
1603	35049	8653
1604	35068	8630
1605	35093	8609
1606	35119	8588
1607	35138	8566
1608	35159	8543
1609	35175	8520
1610	35201	8499
1611	35228	8479
1612	35248	8457
1613	35266	8434
1614	35285	8411
1615	35303	8388
1616	35329	8368
1617	35347	8345
1618	35369	8323
1619	35394	8302
1620	35415	8280
1621	35437	8258
1622	35461	8237
1623	35482	8215
1624	35502	8192
1625	35528	8172
1626	35555	8151
1627	35580	8130
1628	35597	8107
1629	35623	8086
1630	35646	8064
1631	35666	8042
1632	35685	8019
1633	35703	7997
1634	35721	7974
1635	35748	7953
1636	35775	7933
1637	35802	7912
1638	35833	7892
1639	35853	7870
1640	35885	7850
1641	35908	7828
1642	35928	7806
1643	35956	7786
1644	35974	7763
1645	35997	7741
1646	36021	7720
1647	36049	7699
1648	36071	7678
1649	36089	7655
1650	36113	7633
1651	36129	7610
1652	36148	7588
1653	36171	7566
1654	36194	7545
1655	36208	7521
1656	36229	7499
1657	36257	7479
1658	36279	7457
1659	36299	7434
1660	36320	7412
1661	36342	7391
1662	36368	7369
1663	36391	7348
